time	NK.EXE	filesys.exe	device.exe	uptimesqm.exe	poutlook.exe	gwes.exe	shell32.exe	services.exe	connmgr.exe	IQueue.exe	SSClient.exe	RBLogger.exe	RBTimeStamp.exe	SSTransferAgent.exe	memuse.exe	ssLaunch.exe	RFIDDce.Exe	DataServer.exe	flexmobility.view.CF.exe	Dw.exe	autorun.exe	RemoteViewer.exe	fexplore.exe	total
20.03.2015 14:15:56	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:16:06	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:16:16	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:16:26	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:16:36	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:16:46	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:16:56	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:17:06	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:17:16	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:17:26	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:17:36	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:17:46	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:17:56	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:18:06	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:18:16	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:18:26	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:18:36	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:18:46	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:18:56	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:19:06	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:19:16	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:19:26	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:19:36	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:19:46	0	0	9248768		86016	3563520	1802240	1036288	720896	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29995008
20.03.2015 14:19:56	0	0	9248768		86016	3563520	1802240	1036288	724992	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29999104
20.03.2015 14:20:06	0	0	9248768		86016	3563520	1802240	1036288	724992	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					29999104
20.03.2015 14:20:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1208320	2162688	65536	20480		110592		2813952	1626112	5529600					30019584
20.03.2015 14:20:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1208320	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:20:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1208320	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:20:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1208320	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:20:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1208320	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:21:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:21:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:21:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:21:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:21:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:21:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:22:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:22:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:22:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:22:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:22:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:22:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:23:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:23:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:23:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:23:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:23:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:23:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:24:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:24:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:24:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:24:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:24:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:24:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:25:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:25:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:25:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:25:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:25:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:25:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:26:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:26:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:26:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:26:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:26:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:26:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:27:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:27:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:27:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:27:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:27:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:27:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:28:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:28:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:28:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:28:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:28:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:28:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:29:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:29:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:29:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:29:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:29:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:29:56	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:30:06	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:30:16	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:30:26	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:30:36	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:30:46	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:30:56	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:31:06	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:31:16	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:31:26	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:31:36	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:31:46	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:31:56	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:32:06	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:32:16	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:32:26	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:32:36	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:32:46	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:32:56	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:33:06	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:33:16	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:33:26	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:33:36	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:33:46	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:33:56	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:34:06	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:34:16	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:34:26	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:34:36	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:34:46	0	0	9269248		86016	3563520	1802240	1036288	720896	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30081024
20.03.2015 14:34:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:35:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:35:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:35:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:35:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:35:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:35:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:36:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:36:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:36:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:36:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:36:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:36:56	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:37:06	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:37:16	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:37:26	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5529600					30085120
20.03.2015 14:37:36	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5464064					30019584
20.03.2015 14:37:46	0	0	9269248		86016	3563520	1802240	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	5464064					30019584
20.03.2015 14:37:56	0	0	9273344		86016	4431872	1839104	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	4284416					29749248
20.03.2015 14:38:06	0	0	9273344		86016	4431872	1839104	1036288	724992	1212416	2220032	65536	20480		110592		2813952	1630208	4284416					29749248
20.03.2015 14:38:16	0	0	9273344		86016	4431872	1839104	1036288	724992	1212416	2224128	65536	20480		110592		2813952	1630208	4284416					29753344
20.03.2015 14:38:26	0	0	9273344		86016	4431872	1839104	1036288	724992	1212416	2224128	65536	20480		110592		2813952	1630208	4284416					29753344
20.03.2015 14:38:36	0	0	9273344		86016	4431872	1835008	1036288	724992	1212416	2224128	65536	20480		110592		2813952	1630208	4284416					29749248
20.03.2015 14:38:46	0	0	9273344		86016	4431872	1835008	1036288	724992	1212416	2224128	65536	20480		110592		2813952	1630208	4284416					29749248
20.03.2015 14:38:56	0	0	9273344		86016	4431872	1835008	1036288	724992	1212416	2224128	65536	20480		110592		2813952	1630208	4284416					29749248
20.03.2015 14:39:06	0	0	9273344		86016	4431872	1835008	1036288	724992	1212416	2224128	65536	20480		110592		2813952	1630208	4284416					29749248
20.03.2015 14:39:16	0	0	9273344		86016	4431872	1835008	1036288	724992	1212416	2224128	65536	20480		110592		2813952	1630208	4284416					29749248
20.03.2015 14:39:26	0	0	9273344		86016	4431872	1835008	1036288	724992	1212416	2224128	65536	20480		110592		2813952	1630208	4284416					29749248
20.03.2015 14:39:36	0	0	9273344		86016	4431872	1835008	1036288	724992	1212416	2224128	65536	20480		110592		2813952	1630208	4284416					29749248
20.03.2015 14:39:46	0	0	9273344		86016	3563520	1847296	1036288	724992	1224704	2248704	65536	20480		110592		2813952	1630208	5251072					29896704
20.03.2015 14:39:57	0	0	8798208	40960	86016	3112960	1478656	1036288	712704	299008		65536	20480	102400	102400	36864	2813952	454656	5251072		28672			19189760
20.03.2015 14:43:03	0	0	9109504		86016	3235840	1617920	1036288	712704	909312	933888	65536	20480		110592		2813952	1622016						22274048
20.03.2015 14:43:13	0	0	9175040		86016	3235840	1613824	1036288	712704	1126400	1912832	65536	20480		110592		2813952	1622016						23531520
20.03.2015 14:43:23	0	0	9183232		86016	3235840	1613824	1036288	712704	1155072	1937408	65536	20480		110592		2813952	1622016						23592960
20.03.2015 14:43:33	0	0	9199616		86016	3469312	1617920	1036288	712704	1155072	1941504	65536	20480		110592		2813952	1622016				2916352		26767360
20.03.2015 14:43:43	0	0	9199616		86016	3473408	1617920	1036288	712704	1155072	1941504	65536	20480		110592		2813952	1622016				2916352	118784	26890240
20.03.2015 14:43:53	0	0	9224192		86016	3559424	1622016	1036288	712704	1155072	1941504	65536	20480		110592		2813952	1622016				2916352	118784	27004928
20.03.2015 14:44:03	0	0	9224192		86016	3559424	1622016	1036288	712704	1155072	1941504	65536	20480		110592		2813952	1622016				2916352	118784	27004928
20.03.2015 14:44:13	0	0	9224192		86016	3559424	1622016	1036288	712704	1155072	1941504	65536	20480		110592		2813952	1622016				2916352	118784	27004928
20.03.2015 14:44:23	0	0	9224192		86016	3559424	1622016	1036288	712704	1155072	1941504	65536	20480		110592		2813952	1622016				2916352	118784	27004928
20.03.2015 14:44:33	0	0	9224192		86016	3559424	1622016	1036288	712704	1155072	1941504	65536	20480		110592		2813952	1622016				2916352	118784	27004928
20.03.2015 14:44:43	0	0	9224192		86016	3559424	1622016	1036288	712704	1155072	1941504	65536	20480		110592		2813952	1622016				2916352	118784	27004928
20.03.2015 14:44:53	0	0	9224192		86016	3559424	1622016	1036288	712704	1155072	1941504	65536	20480		110592		2813952	1622016				2916352	118784	27004928
